persona_id,scenario,local_idx,preference,prev_pref,pref_type,who,updated,topic_preference,n_turns,has_qa,is_native_update_pair
15,social_media_post,7,Felt tension balancing her mixed heritage identity in predominantly white professional spaces.,,therapy_background,self,False,Identity,4,True,False
15,social_media_post,8,Felt demotivated when historical preservation funding cuts affected her projects.,,therapy_background,others,False,History,2,True,False
15,social_media_post,9,,,,self,False,,2,True,False
15,social_media_post,10,,,,self,False,,4,True,False
15,knowledge_query,0,Reads contemporary 21st-century international novels for leisure.,Reads classic 19th-century English novels for leisure,stereotypical_pref,self,True,Books,2,True,True
15,knowledge_query,1,Does not appreciate British heritage sites and stately homes,Appreciates British heritage sites and stately homes,stereotypical_pref,self,True,Heritage,2,True,True
15,knowledge_query,2,"Dresses in casual, modern-style outfits","Dresses in tailored, vintage-inspired outfits",stereotypical_pref,self,True,Fashion,4,True,True
15,knowledge_query,3,Shops at large commercial stores for mass-produced goods,Shops at small artisanal markets for locally-made crafts,stereotypical_pref,self,True,Shopping,2,False,True
15,knowledge_query,4,Enthusiastic about genealogy research,,stereotypical_pref,self,False,History,2,True,False
15,knowledge_query,5,Disinterested in genealogy research,Enthusiastic about genealogy research,stereotypical_pref,self,True,Genealogy,2,True,True
15,knowledge_query,6,Decorates cupcakes and makes modern desserts,Bakes sponge cakes and traditional puddings,stereotypical_pref,self,True,Baking,2,False,True
15,knowledge_query,7,Does not participate in local heritage society meetings,Participates in local heritage society meetings,stereotypical_pref,self,True,Heritage,2,False,True
15,knowledge_query,8,Uses public libraries frequently,,stereotypical_pref,self,False,Literature,2,False,False
15,knowledge_query,9,Do not remember 'Uses public libraries frequently' in memory,Uses public libraries frequently,ask_to_forget,self,True,Libraries,4,False,False
15,knowledge_query,10,Prefers fast travel via direct train routes in Britain,Enjoys slow travel via scenic train routes in Britain,stereotypical_pref,self,True,Travel,2,False,True
15,knowledge_query,11,"Plans luxurious, well-organized vacations in advance",Takes spontaneous budget backpacking trips,anti_stereotypical_pref,self,True,Travel,2,True,True
15,knowledge_query,12,Collects modern minimalist art prints,,anti_stereotypical_pref,self,False,Art,2,True,False
15,knowledge_query,13,Collects modern minimalist art prints,,anti_stereotypical_pref,self,False,Art,4,True,False
15,knowledge_query,14,Collects modern minimalist art prints,,anti_stereotypical_pref,self,False,Art,2,True,False
15,knowledge_query,15,Collects modern minimalist art prints,,anti_stereotypical_pref,self,False,Art,4,True,False
15,knowledge_query,16,Does not enjoy science fiction audiobooks,Enjoys science fiction audiobooks,anti_stereotypical_pref,self,True,Audiobooks,4,False,True
15,knowledge_query,17,Uses only one consistent style of furniture throughout the space,"Uses sleek, modern furniture alongside antiques",anti_stereotypical_pref,self,True,Decor,2,False,True
15,knowledge_query,18,Plays gameplay-focused video games,Plays narrative-driven video games,anti_stereotypical_pref,self,True,Gaming,4,False,True
15,knowledge_query,19,Watches Japanese anime series,,anti_stereotypical_pref,self,False,Entertainment,4,True,False
15,knowledge_query,20,Watches Japanese anime series,,anti_stereotypical_pref,self,False,Entertainment,2,True,False
15,knowledge_query,21,Does not attend environmental activism events,Attends environmental activism events,anti_stereotypical_pref,self,True,Activism,2,True,True
15,knowledge_query,22,"Travels to remote, tranquil villages in Asia",Travels to bustling megacities in Asia,anti_stereotypical_pref,self,True,Travel,4,False,True
15,knowledge_query,23,Does not appreciate abstract sculptures,Appreciates abstract sculptures,anti_stereotypical_pref,self,True,Art,2,True,True
15,knowledge_query,24,Visits modern art galleries,,anti_stereotypical_pref,self,False,Art,4,True,False
15,knowledge_query,25,Visits modern art galleries,,anti_stereotypical_pref,self,False,Art,2,True,False
15,knowledge_query,26,Does not participate in local hackathon events,Participates in local hackathon events,anti_stereotypical_pref,self,True,Technology,4,False,True
15,knowledge_query,27,Collects studio photography prints,Collects street photography prints,anti_stereotypical_pref,self,True,Photography,2,True,True
15,knowledge_query,28,Does not read mystery novels from any author,Reads mystery novels from various authors,neutral_preferences,self,True,Books,2,True,True
15,knowledge_query,29,Uses disposable water bottles daily,Uses reusable water bottles daily,neutral_preferences,self,True,Beverages,4,True,True
15,knowledge_query,30,Delights in cooking homemade pasta dishes,,neutral_preferences,self,False,Food,2,True,False
15,knowledge_query,31,Dislikes cooking homemade pasta dishes,Delights in cooking homemade pasta dishes,neutral_preferences,self,True,Cooking,2,False,True
15,knowledge_query,32,Prefers silence during housework,Enjoys listening to podcasts during housework,neutral_preferences,self,True,Housework,2,True,True
15,knowledge_query,33,Does not use a planner to organize daily tasks,Keeps a planner to organize daily tasks,neutral_preferences,self,True,Organization,2,False,True
15,knowledge_query,34,Loves chocolate in almost any form,,neutral_preferences,self,False,Food,2,False,False
15,knowledge_query,35,Do not remember 'Loves chocolate in almost any form' in memory,Loves chocolate in almost any form,ask_to_forget,self,True,Food,4,False,False
15,knowledge_query,36,Avoids trying new coffee shops,Tries new coffee shops occasionally,neutral_preferences,self,True,Coffee,4,False,True
15,knowledge_query,37,Spends lively evenings socializing,Spends quiet evenings reading,neutral_preferences,self,True,Socializing,2,True,True
15,knowledge_query,38,Watches intense dramas alone,Watches feel-good comedies with friends,neutral_preferences,self,True,Drama,4,False,True
15,knowledge_query,39,Does not enjoy seasonal home decorating,Enjoys seasonal home decorating,neutral_preferences,self,True,Decorating,2,False,True
15,knowledge_query,40,Does not keep blankets in the living room,Keeps comfortable blankets in the living room,neutral_preferences,self,True,Home,2,False,True
15,knowledge_query,41,Does not keep a gratitude journal,Keeps a gratitude journal,neutral_preferences,self,True,Gratitude,2,True,True
15,knowledge_query,42,No seasonal allergic rhinitis triggered by pollen,Mild seasonal allergic rhinitis triggered by pollen,health_and_medical_conditions,self,True,Allergies,4,True,True
15,knowledge_query,43,No history of wrist tendonitis from typing,Previous wrist tendonitis from excessive typing,health_and_medical_conditions,self,True,Health,2,True,True
15,knowledge_query,44,Family history of type 2 diabetes on maternal side,,health_and_medical_conditions,self,False,health_and_medical,2,True,False
15,knowledge_query,45,Family history of type 2 diabetes on maternal side,,health_and_medical_conditions,self,False,health_and_medical,2,True,False
15,knowledge_query,46,Family history of type 2 diabetes on maternal side,,health_and_medical_conditions,self,False,health_and_medical,4,True,False
15,knowledge_query,47,Vitamin D sufficiency during winter months,Vitamin D insufficiency during winter months,health_and_medical_conditions,self,True,Health,2,False,True
15,multimodal,0,The user prefers a modern kitchen with light wood cabinetry and integrated appliances.,,multimodal,self,False,Kitchen,2,True,False
15,multimodal,1,The user enjoys socializing in a relaxed home environment while using laptops.,,multimodal,self,False,Socializing,2,True,False
48,personal_email,0,History of mild iron-deficiency anemia managed with dietary changes,,health_and_medical_conditions,self,False,health_and_medical,2,False,False
48,personal_email,1,Do not remember 'History of mild iron-deficiency anemia managed with dietary changes' in memory,History of mild iron-deficiency anemia managed with dietary changes,ask_to_forget,self,True,Health,4,False,False
48,professional_email,0,Follows telenovelas in the evenings,,stereotypical_pref,self,False,Entertainment,6,True,False
48,professional_email,1,Do not remember 'Likes reading and discussing philosophy' in memory,Likes reading and discussing philosophy,ask_to_forget,self,True,Philosophy,4,False,False
48,professional_email,2,Went through a turbulent romantic breakup during a critical phase of her pilot training.,,therapy_background,self,False,Relationships,4,True,False
48,professional_email,3,Felt pressure to financially support a younger sibling’s education while managing her own debt.,,therapy_background,self,False,Finance,2,True,False
48,professional_email,4,Enjoys minimalist monochrome fashion,,anti_stereotypical_pref,others,False,Fashion,2,True,False
48,creative_writing,0,Keeps a selection of Brazilian snacks at home,,stereotypical_pref,self,False,Food,2,False,False
48,creative_writing,1,Do not remember 'Keeps a selection of Brazilian snacks at home' in memory,Keeps a selection of Brazilian snacks at home,ask_to_forget,self,True,Food,4,False,False
48,creative_writing,2,Reads Scandinavian crime novels,,anti_stereotypical_pref,self,False,Books,2,False,False
48,creative_writing,3,Do not remember 'Reads Scandinavian crime novels' in memory,Reads Scandinavian crime novels,ask_to_forget,self,True,Books,4,False,False
48,creative_writing,4,Keeps interior lighting soft and minimal,,anti_stereotypical_pref,self,False,Home,2,False,False
48,creative_writing,5,Do not remember 'Keeps interior lighting soft and minimal' in memory,Keeps interior lighting soft and minimal,ask_to_forget,self,True,Lighting,4,False,False
48,creative_writing,6,Has ongoing concerns about cultural adjustment in the U.S. and fear of not fully fitting into new social spheres.,,therapy_background,self,False,Culture,2,False,False
48,creative_writing,7,Do not remember 'Has ongoing concerns about cultural adjustment in the U.S. and fear of not fully fitting into new social spheres.' in memory,Has ongoing concerns about cultural adjustment in the U.S. and fear of not fully fitting into new social spheres.,ask_to_forget,self,True,Belonging,4,False,False
48,professional_writing,0,Likes dancing for fun in casual settings,,stereotypical_pref,self,False,Dance,4,False,False
48,professional_writing,1,Do not remember 'Likes dancing for fun in casual settings' in memory,Likes dancing for fun in casual settings,ask_to_forget,self,True,Dancing,4,False,False
48,professional_writing,2,Enjoys learning Japanese language and culture,,anti_stereotypical_pref,self,False,Language,2,True,False
48,professional_writing,3,Prefers contemporary art museums to street festivals,,anti_stereotypical_pref,self,False,Art,2,False,False
48,professional_writing,4,Do not remember 'Prefers contemporary art museums to street festivals' in memory,Prefers contemporary art museums to street festivals,ask_to_forget,self,True,Art,4,False,False
48,professional_writing,5,Keeps a collection of postcards,,neutral_preferences,self,False,Collecting,4,True,False
48,chat_message,0,Appreciates good typography and design,,neutral_preferences,self,False,Design,2,False,False
48,chat_message,1,Do not remember 'Appreciates good typography and design' in memory,Appreciates good typography and design,ask_to_forget,self,True,Typography,4,False,False
48,chat_message,2,Past laparoscopic appendectomy in her early twenties,,health_and_medical_conditions,self,False,health_and_medical,2,True,False
48,chat_message,3,"Has occasional vivid flashbacks to a mid-air incident where communication with air traffic control became briefly unclear, despite no harm occurring.",,therapy_background,others,False,Aviation,2,True,False
48,chat_message,4,"Has lingering anxiety from a near-emergency landing early in her career, despite her calm response at the time.",,therapy_background,others,False,Aviation,2,True,False
48,translation,0,Prefers fresh seafood when visiting coastal areas,,stereotypical_pref,self,False,Food,4,False,False
48,translation,1,Do not remember 'Prefers fresh seafood when visiting coastal areas' in memory,Prefers fresh seafood when visiting coastal areas,ask_to_forget,self,True,Food,4,True,False
48,translation,2,Reads aviation industry magazines,,neutral_preferences,self,False,Aviation,4,True,False
48,translation,3,,,,self,False,,2,True,False
48,trouble_consult,0,Uses affectionate nicknames with friends,,stereotypical_pref,self,False,Friendship,4,False,False
48,trouble_consult,1,Do not remember 'Uses affectionate nicknames with friends' in memory,Uses affectionate nicknames with friends,ask_to_forget,self,True,Friendship,4,False,False
48,trouble_consult,2,Enjoys sketching landscapes,,neutral_preferences,self,False,Art,2,True,False
48,trouble_consult,3,Had to deal with the grief of losing an older mentor pilot who inspired her early career.,,therapy_background,self,False,Grief,2,True,False
48,trouble_consult,4,Carried emotional weight from consoling a passenger during a severe turbulence incident.,,therapy_background,self,False,Emotions,2,True,False
48,trouble_consult,5,Requires corrective lenses for mild myopia during flight operations,,health_and_medical_conditions,self,False,health_and_medical,2,True,False
48,social_media_post,0,Enjoys cooking feijoada for friends,,stereotypical_pref,self,False,Cooking,2,False,False
48,social_media_post,1,Do not remember 'Enjoys cooking feijoada for friends' in memory,Enjoys cooking feijoada for friends,ask_to_forget,self,True,Cooking,4,False,False
48,knowledge_query,0,Does not follow telenovelas in the evenings,Follows telenovelas in the evenings,stereotypical_pref,self,True,Entertainment,2,True,True
48,knowledge_query,1,Rarely greets with hugs and cheek kisses,Often greets with hugs and cheek kisses,stereotypical_pref,self,True,Etiquette,2,True,True
48,knowledge_query,2,Prefers straightforward and factual storytelling,Enjoys storytelling with humor and exaggeration,stereotypical_pref,self,True,Storytelling,2,False,True
48,knowledge_query,3,Rarely uses regional slang in casual speech,Often integrates regional slang in casual speech,stereotypical_pref,self,True,Language,2,True,True
48,knowledge_query,4,Frequently drinks herbal teas instead of coffee,,anti_stereotypical_pref,self,False,Beverages,2,False,False
48,knowledge_query,5,Do not remember 'Frequently drinks herbal teas instead of coffee' in memory,Frequently drinks herbal teas instead of coffee,ask_to_forget,self,True,Beverages,4,False,False
48,knowledge_query,6,"Prefers large parties over quiet, small-group gatherings.","Prefers quiet, small-group gatherings over large parties",anti_stereotypical_pref,self,True,Socializing,4,False,True
48,knowledge_query,7,Loves classical Western orchestral music,,anti_stereotypical_pref,self,False,Music,2,True,False
48,knowledge_query,8,Loves contemporary popular music,Loves classical Western orchestral music,anti_stereotypical_pref,self,True,Music,2,False,True
48,knowledge_query,9,Avoids high-sugar desserts,,anti_stereotypical_pref,self,False,Health,2,False,False
48,knowledge_query,10,Do not remember 'Avoids high-sugar desserts' in memory,Avoids high-sugar desserts,ask_to_forget,self,True,Health,4,False,False
48,knowledge_query,11,Watches modern action films,Watches British period dramas,anti_stereotypical_pref,self,True,Movies,2,False,True
48,knowledge_query,12,Does not enjoy learning Japanese language and culture,Enjoys learning Japanese language and culture,anti_stereotypical_pref,self,True,Language,2,True,True
48,knowledge_query,13,Does dance classes rather than strength training at the gym.,Does strength training at the gym rather than dance classes,anti_stereotypical_pref,self,True,Dance,4,False,True
48,knowledge_query,14,Frequently uses social media for personal purposes outside of professional networking,Rarely uses social media outside of professional networking,anti_stereotypical_pref,self,True,SocialMedia,2,True,True
48,knowledge_query,15,Enjoys high-energy activities like adventure sports.,Enjoys meditative activities like yoga retreats,anti_stereotypical_pref,self,True,Sports,2,True,True
48,knowledge_query,16,Prefers outdoor dining over private home dining,Prefers private home dining over outdoor dining,anti_stereotypical_pref,self,True,Dining,4,False,True
48,knowledge_query,17,Enjoys silence during flights rather than chatting,,anti_stereotypical_pref,self,False,Travel,4,True,False
48,knowledge_query,18,Enjoys chatting during flights rather than silence,Enjoys silence during flights rather than chatting,anti_stereotypical_pref,self,True,Socializing,2,True,True
48,knowledge_query,19,Drinks fruit juices instead of sparkling water,Drinks sparkling water instead of fruit juices,anti_stereotypical_pref,self,True,Beverages,2,True,True
48,knowledge_query,20,Collects maps from different countries,,neutral_preferences,self,False,Collecting,4,False,False
48,knowledge_query,21,Do not remember 'Collects maps from different countries' in memory,Collects maps from different countries,ask_to_forget,self,True,Collecting,4,False,False
48,knowledge_query,22,Dislikes visiting botanical gardens,Likes visiting botanical gardens,neutral_preferences,self,True,Gardening,2,True,True
48,knowledge_query,23,Prefers sticking to familiar recipes,Enjoys experimenting with new recipes,neutral_preferences,self,True,Cooking,4,False,True
48,knowledge_query,24,Regularly reads non-fiction books,,neutral_preferences,self,False,Books,2,True,False
48,knowledge_query,25,Keeps a daily planner for organization,,neutral_preferences,self,False,Organization,2,False,False
48,knowledge_query,26,Keeps a daily planner for organization,,neutral_preferences,self,False,Organization,2,False,False
48,knowledge_query,27,Keeps a daily planner for organization,,neutral_preferences,self,False,Organization,4,False,False
48,knowledge_query,28,Keeps a daily planner for organization,,neutral_preferences,self,False,Organization,4,False,False
48,knowledge_query,29,Keeps a daily planner for organization,,neutral_preferences,self,False,Organization,4,False,False
48,knowledge_query,30,Do not remember 'Keeps a daily planner for organization' in memory,Keeps a daily planner for organization,ask_to_forget,self,True,Organization,4,False,False
48,knowledge_query,31,Enjoys sketching portraits,Enjoys sketching landscapes,neutral_preferences,self,True,Drawing,2,True,True
48,knowledge_query,32,Does not read aviation industry magazines,Reads aviation industry magazines,neutral_preferences,self,True,Aviation,2,False,True
48,knowledge_query,33,Watches inspirational TED talks,,neutral_preferences,self,False,Education,4,True,False
48,knowledge_query,34,Watches non-inspirational TED talks,Watches inspirational TED talks,neutral_preferences,self,True,Education,2,False,True
48,knowledge_query,35,Does not keep a collection of postcards,Keeps a collection of postcards,neutral_preferences,self,True,Collecting,4,True,True
48,knowledge_query,36,Has no interest in astronomy and stargazing,Takes interest in astronomy and stargazing,neutral_preferences,self,True,Astronomy,2,True,True
48,knowledge_query,37,Prefers not to attend professional workshops,Enjoys attending professional workshops,neutral_preferences,self,True,Work,4,False,True
48,knowledge_query,38,No history of laparoscopic appendectomy in her early twenties,Past laparoscopic appendectomy in her early twenties,health_and_medical_conditions,self,True,Health,2,True,True
48,knowledge_query,39,Does not require corrective lenses for flight operations.,Requires corrective lenses for mild myopia during flight operations,health_and_medical_conditions,self,True,Aviation,4,True,True
48,knowledge_query,40,Family history of type 2 diabetes on her father's side,,health_and_medical_conditions,self,False,health_and_medical,2,False,False
48,knowledge_query,41,Family history of type 2 diabetes on her father's side,,health_and_medical_conditions,self,False,health_and_medical,2,False,False
48,knowledge_query,42,Do not remember 'Family history of type 2 diabetes on her father's side' in memory,Family history of type 2 diabetes on her father's side,ask_to_forget,self,True,Health,4,False,False
48,multimodal,0,The user enjoys spending time with and caring for small dogs.,,multimodal,self,False,Pets,4,True,False
52,personal_email,0,Uses e-readers almost daily,,anti_stereotypical_pref,self,False,Literature,2,False,False
52,personal_email,1,Do not remember 'Uses e-readers almost daily' in memory,Uses e-readers almost daily,ask_to_forget,self,True,Reading,4,False,False
52,personal_email,2,Past laparoscopic surgery for gallstones in her late twenties,,health_and_medical_conditions,self,False,health_and_medical,2,False,False
52,personal_email,3,Do not remember 'Past laparoscopic surgery for gallstones in her late twenties' in memory,Past laparoscopic surgery for gallstones in her late twenties,ask_to_forget,self,True,Health,4,False,False
52,professional_email,0,,,,self,False,,2,True,False
52,professional_email,1,Appreciates a good cup of tea in the afternoon,,neutral_preferences,self,False,Food,4,False,False
52,professional_email,2,Do not remember 'Appreciates a good cup of tea in the afternoon' in memory,Appreciates a good cup of tea in the afternoon,ask_to_forget,self,True,Tea,4,False,False
52,professional_email,3,Do not remember 'Uses reusable shopping bags regularly' in memory,Uses reusable shopping bags regularly,ask_to_forget,self,True,Sustainability,4,False,False
52,professional_email,4,"Experienced anxiety after a major client unexpectedly dropped her agency, fearing job instability.",,therapy_background,self,False,Work,4,False,False
52,professional_email,5,"Do not remember 'Experienced anxiety after a major client unexpectedly dropped her agency, fearing job instability.' in memory","Experienced anxiety after a major client unexpectedly dropped her agency, fearing job instability.",ask_to_forget,self,True,Anxiety,4,False,False
52,professional_email,6,,,,self,False,,2,False,False
52,creative_writing,0,Prefers plain black coffee over flavored or spiced varieties,,anti_stereotypical_pref,self,False,Food,4,False,False
52,creative_writing,1,Do not remember 'Prefers plain black coffee over flavored or spiced varieties' in memory,Prefers plain black coffee over flavored or spiced varieties,ask_to_forget,self,True,Coffee,4,False,False
52,creative_writing,2,"Prefers short, efficient meetings to lengthy discussions",,anti_stereotypical_pref,self,False,Work,4,False,False
52,creative_writing,3,"Do not remember 'Prefers short, efficient meetings to lengthy discussions' in memory","Prefers short, efficient meetings to lengthy discussions",ask_to_forget,self,True,Meetings,4,False,False
52,creative_writing,4,Loves taking photographs during travel,,neutral_preferences,self,False,Photography,2,False,False
52,creative_writing,5,Do not remember 'Loves taking photographs during travel' in memory,Loves taking photographs during travel,ask_to_forget,self,True,Photography,4,False,False
52,creative_writing,6,Sees potential in AI-generated advertising,,anti_stereotypical_pref,others,False,Technology,2,True,False
52,creative_writing,7,,,,self,False,,2,True,False
52,professional_writing,0,Chooses modern abstract art over traditional patterns,,anti_stereotypical_pref,self,False,Art,2,False,False
52,professional_writing,1,Do not remember 'Chooses modern abstract art over traditional patterns' in memory,Chooses modern abstract art over traditional patterns,ask_to_forget,self,True,Art,4,False,False
52,professional_writing,2,Felt burnout from long hours and high-pressure sales targets over several years.,,therapy_background,self,False,Work,4,False,False
52,professional_writing,3,Do not remember 'Felt burnout from long hours and high-pressure sales targets over several years.' in memory,Felt burnout from long hours and high-pressure sales targets over several years.,ask_to_forget,self,True,Burnout,4,False,False
52,professional_writing,4,Grieved the loss of a beloved grandparent who deeply influenced her connection to Lebanese traditions.,,therapy_background,self,False,Heritage,2,False,False
52,professional_writing,5,Do not remember 'Grieved the loss of a beloved grandparent who deeply influenced her connection to Lebanese traditions.' in memory,Grieved the loss of a beloved grandparent who deeply influenced her connection to Lebanese traditions.,ask_to_forget,self,True,Grief,4,True,False
52,professional_writing,6,Experienced discrimination during international business travel based on her ethnicity and appearance.,,therapy_background,self,False,Discrimination,2,False,False
52,professional_writing,7,Do not remember 'Experienced discrimination during international business travel based on her ethnicity and appearance.' in memory,Experienced discrimination during international business travel based on her ethnicity and appearance.,ask_to_forget,self,True,Discrimination,4,False,False
52,professional_writing,8,Mild lactose intolerance managed through dietary adjustments,,health_and_medical_conditions,self,False,health_and_medical,2,False,False
52,professional_writing,9,Do not remember 'Mild lactose intolerance managed through dietary adjustments' in memory,Mild lactose intolerance managed through dietary adjustments,ask_to_forget,self,True,Health,4,True,False
52,professional_writing,10,,,,self,False,,4,True,False
52,chat_message,0,Seeks long-term relationships over casual dating,,stereotypical_pref,self,False,Relationships,2,False,False
52,chat_message,1,Do not remember 'Seeks long-term relationships over casual dating' in memory,Seeks long-term relationships over casual dating,ask_to_forget,self,True,Relationships,4,False,False
52,chat_message,2,Likes unscented products and minimal perfumes,,anti_stereotypical_pref,self,False,Health,4,False,False
52,chat_message,3,Do not remember 'Likes unscented products and minimal perfumes' in memory,Likes unscented products and minimal perfumes,ask_to_forget,self,True,Fragrance,4,False,False
52,chat_message,4,Family history of type 2 diabetes on maternal side,,health_and_medical_conditions,self,False,health_and_medical,2,True,False
52,translation,0,Listens to electronic ambient music rather than traditional folk,,anti_stereotypical_pref,self,False,Music,2,True,False
52,translation,1,Seasonal allergic rhinitis managed with over-the-counter antihistamines,,health_and_medical_conditions,self,False,health_and_medical,2,False,False
52,translation,2,Do not remember 'Seasonal allergic rhinitis managed with over-the-counter antihistamines' in memory,Seasonal allergic rhinitis managed with over-the-counter antihistamines,ask_to_forget,self,True,Health,4,True,False
52,translation,3,Vitamin D deficiency diagnosed during routine blood work,,health_and_medical_conditions,self,False,health_and_medical,2,True,False
52,translation,4,Do not remember 'Corrected vision with contact lenses' in memory,Corrected vision with contact lenses,ask_to_forget,self,True,Health,4,False,False
52,trouble_consult,0,Likes attending occasional live music events,,neutral_preferences,self,False,Music,2,True,False
