prompt_hash,n_rows,n_users,n_ordered_candidate_sets,choice_entropy_bits,dominant_choice_share,choice_a,choice_b,choice_c,choice_d,waves,languages,pregenerated_rows,user_initiated_rows,prompt_preview
0bd7274a7bbcb5427c481707b50179d250eb64cf,62,58,25,1.7638357657600252,0.5161290322580645,11,9,10,32,1|2,pt,62,0,"Sou o proprietário de uma pequena empresa de consultoria em tecnologia e preciso de ajuda para elaborar uma proposta para um novo cliente, incluindo serviços, cronograma e preços."
39ff5a010c2f6cd94debfc84c0dcdb0d97fec13c,65,56,21,1.5680109012169345,0.6129032258064516,7,10,7,38,1|2,fr,65,0,"Je possède une petite société de conseil en technologie et j’ai besoin d’aide pour rédiger une proposition pour un·e nouvel·le client·e, notamment les services, le calendrier et le"
09e37f789cf16cd37281eefc794ed6bf9011015e,56,56,20,1.1026436325757467,0.7818181818181819,4,4,4,43,1|2,hi,56,0,मैं एक बड़ी वित्तीय सेवा कंपनी में मार्केटिंग डायरेक्टर हूँ. क्या तुम मुझे आँकड़ों और केस स्टडी सहित सस्टेनेबल निवेश के फ़ायदों पर एक व्हाइटपेपर तैयार करने में मदद कर सकते हो.
7f5e65c47329f9b38e4a705bea78939351983f1e,60,55,13,1.7791303079383285,0.48333333333333334,15,7,9,29,1|2,fr,60,0,"Je suis concepteur·ice UX pour une start-up technologique et j’ai besoin d’aide pour rédiger une déclaration de concept de design pour un nouveau produit, notamment les parcours d’"
1f516203c9f8067052bc0f15fd1dd2a95208b273,55,53,9,1.6858157091530304,0.5454545454545454,5,10,10,30,1|2,fr,55,0,"J’ai besoin d’aide pour rédiger une note de remerciements à un·e collègue pour son aide dans la réalisation d’un projet difficile, avec notamment un message d’appréciation et un se"
870503dfcd8c0c5a2da0f4c9971e6517ad067666,55,50,21,1.8402778269957496,0.3888888888888889,11,17,21,5,1|2,hi,55,0,"मुझे अपने एक सहकर्मी को एक गेट-वेल कार्ड लिखने में मदद चाहिए जो बीमारी से उबर रहा है, जिसमें सहायता का संदेश और एक विचारयुक्त भावना शामिल हो."
dd2800db593d7151cc6b76adf05cdb7a055153d3,50,49,10,1.3045143835761073,0.6818181818181818,8,1,5,30,1|2,fr,50,0,"J’ai besoin d’aide pour écrire une lettre à un·e client·e afin de nous excuser suite à une erreur dans sa commande, notamment en lui proposant une solution et un geste de bonne vol"
51da0ff2fff27b9f2f7eed669ef247a070e332a4,54,47,12,1.3181159318217033,0.6666666666666666,11,2,3,32,1|2,hi,54,0,"मैं एक ऐसी कंपनी में सॉफ़्टवेयर डेवलपर हूँ, जो ई-कॉमर्स समाधानों की विशेषज्ञ है. क्या तुम मुझे प्रोडक्ट के एक नए फ़ीचर के लिए टेक्नीकल स्पेसिफ़िकेशन डॉक्यूमेंट लिखने में मदद कर सकते"
2f651c5755b80bd88248c2fffc9a46ef346629ae,48,47,9,1.7222275532582723,0.5208333333333334,5,11,7,25,1|2,it,48,0,Sono uno sviluppatore di software per un'azienda specializzata in soluzioni e-commerce. Mi puoi aiutare a scrivere un documenti di specifiche tecniche per una nuova funzionalità di
a8ff028d8e736d886bb95995271ddbf57ec54d6d,47,47,14,1.8105091137144849,0.40425531914893614,7,16,5,19,1|2,fr,47,0,"J’ai besoin d’aide pour la rédaction d’une lettre de recommandation pour un·e collègue qui souhaite postuler un nouvel emploi, en mettant en évidence ses compétences et ses réalisa"
62ed0d3c63bd215adc47f913f531884b105ff7b5,47,46,15,1.6895975461995758,0.5106382978723404,13,6,4,24,1|2,pt,47,0,"Sou a gerente de marketing de uma grande rede hoteleira. Você pode me ajudar a elaborar um estudo de caso sobre os benefícios do turismo sustentável para um cliente importante, inc"
c700c4c89903c78e70b0ca24dcdd5949a17e217b,54,44,12,1.1619480154262511,0.7547169811320755,6,5,2,40,1|2,pt,54,0,"Sou um UX designer de uma startup de tecnologia e preciso de ajuda para redigir uma declaração de conceito de design para um novo produto, incluindo fluxos do usuário e wireframes."
da93a45ea7a73491a349205cb28a7a03e42cec06,43,43,11,1.345534978545215,0.6976744186046512,4,3,6,30,1|2,pt,43,0,"Sou a diretora de marketing de uma grande empresa de bens de consumo. Você pode me ajudar a elaborar um plano de marketing para o lançamento de um novo produto, incluindo público-a"
718d64c2fff78c0ed531330a13a0d51f5766d412,43,43,11,1.3256570024458352,0.6976744186046512,5,2,6,30,1|2,it,43,0,"Sono un'insegnante e ho bisogno di aiuto per elaborare un piano didattico sul tema della sostenibilità e delle scienze ambientali per una classe di scuola media, che preveda attivi"
0151dc81e3bbe8f0a81000530e06bbd581ce52e3,44,42,13,1.558069628780358,0.5681818181818182,11,2,6,25,1|2,fr,44,0,Je suis directeur·ice exécutif·ve d’une organisation à but non lucratif axée sur l’éducation artistique. Peux-tu m’aider à rédiger une lettre de collecte de fonds à l’intention de 
391c3eb121f789a124121d19deffd6df4e61e626,44,42,11,1.6714517215372522,0.5227272727272727,5,12,4,23,1|2,fr,44,0,"J’ai besoin d’aide pour rédiger un e-mail de bienvenue à l’intention de nouvel·les abonné·es, notamment un message d’appréciation et un sentiment personnel."
2619af654f8f4ff28208ec8907255fb010e9b6c8,42,42,8,1.5972456308512142,0.47619047619047616,14,7,1,20,1|2,en,42,0,"I'm a writer, what's the best tool for staying organized?"
9be4f7820c1440eb44c1559291a485f9b827765d,42,42,7,1.7595230821599186,0.5,10,5,6,21,1|2,en,42,0,"Recommend me some restaurants in Austin, Texas, for live music and dinner"
9825e51c8bebcb70115c6385ae351ee5ce0bc605,59,41,18,1.9343432950961494,0.3728813559322034,10,15,12,22,1|2,fr,59,0,"J’ai besoin d’aide pour écrire une carte de prompt rétablissement pour un·e collègue qui se remet d’une maladie, notamment un message de soutien et une marque d’attention."
429ca6eec3e4d5787e1e93af743daf97dca1b285,43,41,11,1.8628876215181605,0.45,7,7,8,18,1|2,it,43,0,"Sono la Marketing Manager per una grande società alberghiera. Mi puoi aiutare a redigere un case study sui benefici del turismo sostenibile per un grande cliente, includendo dati e"
15258f329968740cc5dfc660474f8977a6642f75,42,41,16,1.0672820786263024,0.7619047619047619,1,2,7,32,1|2,fr,42,0,Je suis développeur·se de logiciels pour une entreprise spécialisée dans les solutions d’e-commerce. Peux-tu m’aider à rédiger un document de caractéristiques techniques pour une n
9d4fbcd5dab8127d2045d0dbfccd76ca12b1cc36,41,41,5,1.4423285830680053,0.4634146341463415,18,3,1,19,1|2,en,41,0,"Create a 4-day itinerary for a city break in Tokyo, Japan."
7a6eb09a6463c448bdc7195827a8da881ed8be4c,41,41,14,1.7872191433822433,0.43902439024390244,13,5,5,18,1|2,en,41,0,What are some unique restaurants to try in Tokyo?
443d17f0e81e4126a86b4765acdb39fa189088c9,41,41,16,1.578699492254941,0.5853658536585366,9,5,3,24,1|2,en,41,0,"I'm a teacher and I need help drafting a lesson plan on environmental science for a high school class, including activities and assessments."
7c87ccc9fba0aa82d6e38538168ce7ca5beeeff0,41,41,5,1.8476415694245658,0.36585365853658536,15,8,14,4,1|2,en,41,0,Can music be considered a universal language?
4ecebe7af2152fb3e3f0d679233d716c6251c19d,41,41,6,1.834831413155757,0.36585365853658536,15,11,3,12,1|2,en,41,0,Help me write a catchy jingle for a coffee shop advertisement that incorporates the idea of morning sunshine.
77e6e7740b8c24bb5a90e5892506b99760b5047c,41,41,9,1.6296454815000012,0.55,3,5,22,10,1|2,en,41,0,"Create a draft introduction for a mentorship program where I'll be guiding a high school student interested in environmental science, highlighting my experience working with local "
2db77b357c926f978fa91238bfdd9ee442230758,41,41,8,1.954197707515626,0.34146341463414637,9,11,14,7,1|2,en,41,0,What's the best gift for a wine enthusiast?
69549fa2d27eec20216105742727c01909a174c6,41,40,5,1.4294688389720505,0.5121951219512195,21,0,14,6,1|2,en,41,0,What's the best power tool set for a DIY enthusiast?
27646b02c2b77e951aaad8e187774f7de7b02ea5,41,40,9,1.4488626012195258,0.6585365853658537,27,3,5,6,1|2,en,41,0,Can you recommend a good pair of hiking boots for my next adventure?
19a36932c9e00054d0c5536e8d8a1ff6ccc46162,40,40,8,1.7943691038519398,0.425,13,17,6,4,1|2,en,40,0,Help me write a series of three connected flash fiction stories set in the American West during the 19th century.
f918ae78b122a2714fba04c764e7fbfac8505326,40,40,6,1.0921849424766137,0.775,31,2,2,5,1|2,en,40,0,What's the best way to get to the Cinque Terre from Genoa?
dc473f9e7cd5c41cc346dcad1a151893741f0dd2,40,40,3,1.265492538086959,0.7,7,4,1,28,1|2,en,40,0,Can you suggest some good art supplies for a beginner?
a0b3d6f27d9ec0d783d4373cf8d13e28afd1e16d,40,40,10,1.5415325893090657,0.625,25,4,6,5,1|2,en,40,0,Develop an original steampunk hairstyle for the protagonist of my sci-fi novel.
2d86d103f8207421876f4885b252eb8db385ae9e,40,40,6,1.7128876215181608,0.45,18,4,4,14,1|2,en,40,0,I'm a data scientist working for a healthcare startup. Can you help me write a technical report outlining the results of our latest research study on using machine learning algorit
00b032971865041e13f53ef300bf0c30c6cbb1f1,40,40,4,1.5552208323774015,0.45,18,1,5,16,1|2,en,40,0,What are the top-rated adventure sports destinations in India for thrill-seekers?
6b0d86fe62b07725dc7a59e3c11a83765dd34f9f,40,40,7,1.5941881858672535,0.5,12,7,1,20,1|2,en,40,0,"I'm a psychologist specializing in cognitive-behavioral therapy. Can you help me write a treatment plan for a client who is struggling with anxiety, including goals, objectives and"
ec29fde41596ce26371eee9b02711902ddcad7bd,40,40,4,1.719672414002774,0.425,17,4,4,15,1|2,en,40,0,"I'm looking for some fashion inspiration for a night out with friends, can you suggest some stylish outfits?"
db7b006a42de3b04f55c9c39af033c44d90912b7,40,40,8,1.4796634830945878,0.6,24,1,8,7,1|2,en,40,0,What are the best places to try kebabs in Lucknow?
13ee4f121147e1fc88147ed642de9739806ef186,40,40,7,1.7105592145877668,0.425,15,3,5,17,1|2,en,40,0,"I'm the marketing director for a large, consumer goods company. Can you help me draft a market research report analyzing our competitors and identifying opportunities for growth."
e22bc3c05d50d81d582153104e7f7d397f9a012b,40,40,9,1.996387226993904,0.275,10,11,9,10,1|2,en,40,0,"Create a short poem for a farewell card to my predecessor who has been an outstanding leader and mentor in my team, highlighting her guidance and dedication."
1a4d5536d67605868eb7c3450f3f8c77d452c215,40,40,5,1.5618373950396616,0.6,24,8,5,3,1|2,en,40,0,I'm planning a trip to Los Angeles and I'd like some recommendations for unique indie music venues to check out.
601aeb2e861fcef8c179aeab82cb0df691488b93,40,40,15,1.6493910166500685,0.55,9,6,3,22,1|2,pt,40,0,"Sou professora e preciso de ajuda para criar um plano de aula sobre sustentabilidade e ciência ambiental para uma turma do ensino fundamental II, incluindo atividades e avaliações."
3fe7c32dcf6946bb6583bb60067854f2cf92a374,40,40,9,0.4531837316805838,0.925,0,2,1,37,1|2,en,40,0,"Create an email invitation for a family reunion next summer at the lake, including a detailed itinerary and accommodation options."
bdd565ffc121a52a1b83a2ecd9d2c532ec7e0335,40,40,10,1.8412997995224136,0.4,16,13,6,5,1|2,en,40,0,"Draft a congratulatory message for my younger brother's engagement, expressing my excitement and offering to help with wedding planning and preparations."
926afb7e1f18f256336704307c22cba056ce9b43,40,40,8,1.639585705551882,0.475,19,9,1,11,1|2,en,40,0,"I'm looking for a smart thermostat that's easy to install, what's the best option?"
792bfb8860757d169d8fbca902e6b174bb3012d7,40,40,7,1.8320011600418937,0.375,12,15,3,10,1|2,en,40,0,What's the best way to display my action figure collection?
ca828f03cdad237fd5295fd884b3980ea4eb3631,40,40,9,1.641848483686326,0.575,7,23,4,6,1|2,en,40,0,What's the best coffee maker that can also grind beans?
983411886a96519aa97460f470d0c505d75f4f1a,40,40,9,1.7030037896561645,0.5,11,6,3,20,1|2,en,40,0,"Create an introductory lecture to world-building, that highlights best practices for fantasy and sci-fi worlds."
74c48b2c41db43a7318b476e8e3ce4fcdb6e810f,40,40,9,1.719672414002774,0.425,17,4,4,15,1|2,en,40,0,"Create an Instagram post about finishing my pottery class and sharing my latest ceramic creations, thanking the instructors for their guidance."
b6b88490bbc539a33836d0c48dd8de7858f0f019,40,40,11,1.902323884849567,0.375,12,7,6,15,1|2,en,40,0,"I'm the marketing manager for a large, financial services company. Can you help me write a product description for a new line of sustainable investment products, including features"
30aae5ce80ad189fb305fee82ae2916ac2f5ef30,40,40,8,1.8179805257795407,0.425,7,12,4,17,1|2,en,40,0,"I'm the owner of a small, retail boutique and I need help writing a product description for a new line of handmade jewelry."
dc5fdc9fc87fb85570d4f6ea3ebad986348d4bcb,40,40,4,1.9795858105179467,0.325,9,9,9,13,1|2,en,40,0,"I'm looking for an affordable drone, what are my options?"
5096178033ed07aa942499e1d3c08b6beb630358,40,40,9,1.7943691038519398,0.425,17,13,6,4,1|2,en,40,0,Can you help me find a quiet getaway in the Blue Ridge Mountains for hiking and relaxation?
46846ed63e280385a2572a81ce4fafc257286a54,39,39,7,1.5649789169214126,0.4358974358974359,17,1,16,5,1|2,en,39,0,Can you recommend a good pair of running socks for marathon training?
b5f51daada870c27637470d935e374a1975d336d,39,39,3,1.346908795598472,0.6923076923076923,5,5,2,27,1|2,en,39,0,How do I handle conflicting priorities and tasks
05da27a27c280fdf36c3e17a5c69b91a55e8c969,39,39,8,1.9357857740208377,0.3333333333333333,13,8,6,12,1|2,en,39,0,"Write a meaningful goodbye letter to my childhood home, now that my family has decided to sell the property, highlighting the cherished memories I made there."
92831ed1a5348e374caa3e261b6edbd3a16a69d0,39,39,12,1.6708410160230676,0.5128205128205128,20,8,2,9,1|2,en,39,0,Write a group chat post inviting my relatives who will be in town for an elder's birthday to join us for sushi next Saturday at a new restaurant and suggesting we catch up early in
746412e40aeb631d3be4f1000fd80b830b5e48b7,39,39,3,1.0619024016165435,0.7692307692307693,6,2,1,30,1|2,en,39,0,Can you recommend some hiking trails in the Dolomites?
3db6be3d797027b28d0975cda340f4b8ed8091e5,39,39,6,1.6791191974540263,0.5384615384615384,21,3,7,8,1|2,en,39,0,"I'm the marketing manager for a large, financial services company. Can you help me draft a case study on the benefits of sustainable investing for a major client, including data an"
bbb423ac287e82a2a67dccdc20029fd1ee11f29f,39,39,5,1.40512406115886,0.6666666666666666,6,2,5,26,1|2,en,39,0,Create a character development plan for the protagonist of a dystopian novel who begins to question the government.
6382642ce2694f8566fbebf1a6cb3a9907dc6429,39,39,8,1.5214538209270891,0.6153846153846154,4,8,3,24,1|2,en,39,0,"I'm planning a 40th birthday party for my boss, who is an avid car collector, and I need help writing a heartfelt letter to him, expressing my gratitude for his mentorship and the "
52a99557d5efd2fa1df87c550d6c8b7ddf184894,39,39,7,1.0397589977855015,0.7948717948717948,4,2,31,2,1|2,en,39,0,Do you prioritize simple or complex solutions to problems
07aeecac5fcfac892fbb253900f3ee0fb8394a1d,39,39,9,1.8732663774862446,0.41025641025641024,16,6,6,11,1|2,en,39,0,"I'm a volunteer coordinator for the American Red Cross, write a thank-you message for the volunteers who helped with the charity event last weekend, specifically acknowledging thei"
c35074ba7c066d947999e512a4f65b3a0783501c,39,39,5,1.3781724096721548,0.6923076923076923,4,4,4,27,1|2,en,39,0,"Write a heartfelt apology message to a friend I haven't spoken to in years, explaining what I've learned from the past and hoping to reconnect."
dfca80cddb415c518528d8138a5a402af8c7ed3b,39,39,6,1.519559748055975,0.5384615384615384,5,12,21,1,1|2,en,39,0,Can you suggest a scenic route for a road trip from Paris to the French Riviera?
5a94f1df9c4c1f3802bc5fc02cd0b3aa0854bf13,39,39,6,1.978267321085392,0.28205128205128205,10,11,7,11,1|2,en,39,0,"Write a Twitter post announcing my decision to participate in the local charity 5K run/walk, encouraging friends and followers to join me and support our community's health initiat"
ec3c2543b43d83e5ebf314fbc3b5b6b2fced5c69,39,39,13,1.438908155571355,0.6153846153846154,10,3,2,24,1|2,en,39,0,"I'm a project manager for a construction company and I need help drafting a project plan for a new residential development, including milestones and deadlines."
2662e292ff26fbc3640b8b08beefe78f20c85ce4,39,39,5,1.8313983919358536,0.4358974358974359,10,4,8,17,1|2,en,39,0,"Draft a heartfelt letter to my sister, reminding her of our childhood dreams and encouraging her to follow her passion for photography, now that she's decided to leave her corporat"
8278986db3e244508561a7de67e676608d5edb45,39,39,5,1.6053158940273375,0.48717948717948717,19,3,3,14,1|2,en,39,0,"I'm a musician, what's the best in-ear monitor system for my performances?"
4203c4f0d6e3650541d2bff8ce6593c0e65a930f,39,39,5,1.7021088628960714,0.5384615384615384,21,6,8,4,1|2,en,39,0,"I want to learn how to play the piano, what's the best digital piano for a beginner?"
fc8817bf4d1b2ccd6b6fb02405138e7ae3a32dcc,39,39,4,1.7001401992087473,0.358974358974359,14,10,1,14,1|2,en,39,0,I want to learn how to play a musical instrument and set aside dedicated time for practice each week.
4acbe348627030e84b56afc826ac0078475c27b8,39,39,8,1.8670721487635222,0.41025641025641024,11,16,5,7,1|2,en,39,0,"Write a heartfelt thank-you note to my mentor, a established painter, who has been guiding me in my professional career as an artist and sharing her expertise on different techniqu"
459d16f99c15c05517527ed38a0617a85875192b,39,39,9,1.4438362407569867,0.6666666666666666,26,4,5,4,1|2,en,39,0,"I'm trying to eat more fermented foods, what are some great options to add to my diet?"
5df5e73186aca9584eb0f71cecb15e2e36d16662,39,39,7,1.407000572628959,0.6410256410256411,1,7,6,25,1|2,en,39,0,"I need help writing a congratulatory letter to a colleague who has been promoted to a new role within our company, highlighting their achievements and wishing them continued succes"
af00ced3c887f02b49aea64886d2d0890a7716a1,39,39,5,1.8953198612762292,0.3333333333333333,4,11,13,11,1|2,en,39,0,"I'm planning a 50th wedding anniversary party for my grandparents, who met at a diner in California, and I need help writing a heartfelt letter to my grandfather, expressing my gra"
73e8941546786ddf0b2ef25ea8fb7a6b0d242ecc,39,39,10,1.624777332697161,0.48717948717948717,19,8,1,11,1|2,en,39,0,"I'm a professional photographer, what's the best tripod for my needs?"
514cbb957bce1b2c281e90805068a2a54fbd6c15,39,39,10,1.9017713119284272,0.38461538461538464,5,10,9,15,1|2,en,39,0,Write a poem for my best friend's birthday that captures the memories of our 5-year friendship.
ef5c7cff26c7528eada1a4619544e48c7ec1e56b,39,39,3,1.8565470061346416,0.358974358974359,6,5,14,14,1|2,en,39,0,"Compose a heartfelt email to my brother, congratulating him on his new-born baby boy and expressing my excitement to meet the little one."
4a70f98d8bee95389f77764ab0dd3ee314823e81,39,39,5,1.2798745703481527,0.717948717948718,5,4,2,28,1|2,en,39,0,Create a 5-day itinerary for a beach vacation in the Maldives.
891fb709aab3cfd5d98ce5e0efe7ad070a99627d,39,39,9,1.8155304936133296,0.41025641025641024,16,5,5,13,1|2,en,39,0,Can you tell me about your personality type if you were to have one
587e6359055f731d3f730017e341294918cb7206,39,39,4,1.7074115832940324,0.5384615384615384,7,4,7,21,1,en,39,0,"How can a marketing manager become a successful writer, and is it possible to make a living off of blog content creation in the UK?"
ea09ae889f9166696504a7d2225b0ddf973ae28d,39,39,12,1.7077382614674765,0.46153846153846156,18,3,5,13,1|2,en,39,0,What's the best kit for learning coding or robotics?
6094a2ae51b88f0b8ee1bc7c92ad8142ba4beb69,39,39,6,1.789008289447564,0.48717948717948717,9,5,6,19,1|2,en,39,0,What are the top-rated museums in Belo Horizonte?
220bdb7bafa4d06e59033a9636b3b8da1780f45b,39,38,7,1.9647405072701494,0.3333333333333333,9,7,13,10,1|2,en,39,0,Can you recommend a good desk for a small home office?
0da11039ef24523397712f1376ca465d3238371b,39,38,7,1.8459415653387194,0.41025641025641024,6,5,12,16,1|2,it,39,0,"Sono un agente immobiliare specializzato in immobili di lusso. Puoi aiutarmi a creare la descrizione di un annuncio per un attico da diversi milioni di dollari, che comprenda le su"
3628af709f00e3453e620cec7e79e3191941cdc9,38,38,5,1.47686896222917,0.631578947368421,2,7,5,24,1|2,en,38,0,What are the best local festivals to attend in the Northeast region?
acbdc43adaeb5d5d86847f5fc2c87fab4e1f4011,38,38,7,1.9899708353681986,0.2894736842105263,8,11,9,10,1|2,en,38,0,"Create a sense of excitement in an Instagram caption for my cousin's upcoming bachelorette party in Las Vegas, mentioning our favorite memories from when we visited last year."
b193acad5802cf74b6c2b463c75292deea8c1bb2,38,38,5,1.7417308223091064,0.4473684210526316,10,9,17,2,1|2,en,38,0,"Write a meaningful welcome message to new colleagues, introducing myself and offering to help them settle into their new roles at our company, specifically highlighting the benefit"
0ae929659ca9a87fc045654e0afc5017f86e8719,38,38,4,1.5908778578981102,0.5263157894736842,20,1,9,8,1|2,en,38,0,What's the best espresso machine for a coffee connoisseur?
