persona_id,raw_persona_file,scenario,block_index_within_scenario,pref_type,who,old_preference,new_preference,pair_in_preference_updates_map,n_messages,split
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,34,neutral_preferences,self,Wears comfortable cotton clothing around the house,Wears formal or stylish clothing around the house,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,35,neutral_preferences,self,Enjoys morning walks in the park,Prefers to stay indoors in the morning,True,4,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,36,neutral_preferences,self,Regularly attends small-town fairs and festivals,Rarely attends small-town fairs and festivals,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,37,neutral_preferences,self,Keeps photo albums of family events,Does not keep photo albums of family events,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,38,health_and_medical_conditions,self,Seasonal allergic rhinitis triggered by Florida pollen,Seasonal allergic rhinitis not triggered by Florida pollen,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,41,health_and_medical_conditions,self,Occasional acid reflux managed with over-the-counter medication,No history of acid reflux.,True,4,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,42,health_and_medical_conditions,self,Past shoulder rotator cuff repair from a fall during a charity wrestling event,No history of shoulder rotator cuff injury or surgery.,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,46,health_and_medical_conditions,self,Glaucoma in early stages treated with daily eye drops,Glaucoma in early stages treated with surgery.,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,48,health_and_medical_conditions,self,Family history of type 2 diabetes on maternal side,No family history of type 2 diabetes on maternal side,True,2,train
580,data/raw_data/raw_data_250820_165412_persona580.json,knowledge_query,49,health_and_medical_conditions,self,Menopausal symptoms including hot flashes and sleep disruptions,No menopausal symptoms and normal sleep patterns,True,2,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,0,stereotypical_pref,self,Frequently visits modern Asian fusion restaurants,Rarely visits modern Asian fusion restaurants,True,2,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,1,stereotypical_pref,self,Keeps organized and tidy living spaces,Prefers a cluttered and messy living space,True,2,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,2,stereotypical_pref,self,Often photographed while traveling to East Asian countries,Rarely photographed while traveling to East Asian countries,True,2,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,3,stereotypical_pref,self,Follows Asian-American community events and festivals,Does not follow Asian-American community events and festivals,True,2,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,11,stereotypical_pref,self,Chooses skincare products from Korean or Japanese brands,Chooses skincare products from non-Korean and non-Japanese brands.,True,2,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,12,stereotypical_pref,self,Regularly consumes rice-based meals,Does not regularly consume rice-based meals,True,4,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,13,stereotypical_pref,self,Shows interest in Asian cinema and dramas,Shows no interest in Asian cinema and dramas,True,2,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,14,stereotypical_pref,self,Collects household items with symbolic good fortune motifs,Collects household items without symbolic good fortune motifs,True,2,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,15,stereotypical_pref,self,Favors quiet and safe neighborhoods,Favors lively and bustling neighborhoods,True,4,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,16,anti_stereotypical_pref,self,Prefers pickup trucks over compact vehicles for utility,Prefers compact vehicles over pickup trucks for utility,True,6,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,17,anti_stereotypical_pref,self,"Prefers camping in rugged, remote areas over tourist trips","Prefers tourist trips over camping in rugged, remote areas.",True,2,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,22,anti_stereotypical_pref,self,Reads Scandinavian crime novels,Does not read Scandinavian crime novels,True,2,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,23,anti_stereotypical_pref,self,Enjoys winter sports such as snowboarding,Prefers to avoid winter sports such as snowboarding,True,4,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,28,anti_stereotypical_pref,self,Happily works on DIY home renovation projects,Prefers to avoid DIY home renovation projects,True,4,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,35,neutral_preferences,self,Watches documentaries on history and culture,Watches fictional movies and TV shows,True,2,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,36,neutral_preferences,self,Finds relaxation in gardening small plants,Finds relaxation in avoiding gardening activities,True,2,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,37,neutral_preferences,self,Enjoys swimming for exercise,Dislikes swimming for exercise,True,2,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,38,neutral_preferences,self,Values lifelong learning and attending skill workshops,Does not value lifelong learning or attending skill workshops.,True,4,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,39,neutral_preferences,self,Likes watching thunderstorms from indoors,Dislikes watching thunderstorms from indoors,True,2,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,40,neutral_preferences,self,Frequently donates to disaster relief programs,Rarely donates to disaster relief programs,True,2,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,43,neutral_preferences,self,Likes experimenting with new cooking recipes,Dislikes experimenting with new cooking recipes,True,2,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,44,neutral_preferences,self,Explores different hiking trails each month,Sticks to the same hiking trail each month,True,2,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,45,neutral_preferences,self,Goes to local street fairs for fun,Avoids local street fairs for fun,True,2,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,46,neutral_preferences,self,Always carries a reusable water bottle,Always uses disposable water bottles,True,4,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,47,health_and_medical_conditions,self,Early-onset hypertension managed with low-dose medication,Late-onset hypertension managed with high-dose medication,True,4,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,48,health_and_medical_conditions,self,Mild lactose intolerance managed through dietary adjustments,"No lactose intolerance, no dietary restrictions regarding dairy",True,4,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,49,health_and_medical_conditions,self,Family history of type 2 diabetes on maternal side,No family history of type 2 diabetes on maternal side,True,2,train
167,data/raw_data/raw_data_250815_163935_persona167.json,knowledge_query,52,health_and_medical_conditions,self,Mild hearing loss in left ear from repeated exposure to loud gun training,Normal hearing in left ear with no damage from loud noise exposure,True,2,train
164,data/raw_data/raw_data_250815_163935_persona164.json,knowledge_query,0,stereotypical_pref,self,Prefers oud and qanun performances at cultural events,Prefers modern electronic music performances at cultural events,True,2,train
164,data/raw_data/raw_data_250815_163935_persona164.json,knowledge_query,5,stereotypical_pref,self,Appreciates henna designs for special occasions,Does not appreciate henna designs for special occasions.,True,2,train
